CUT TREE,VICTIM,Category Damage
T0308201733,T0308228732,2
T0308201733,T0308229732,2
T0308201733,T0308231732,2
T0308201733,T0308231728,2
T0308201733,T0308230734,2
T0308288774,T0308258779,2
T0308288774,T0308256780,2
T0308288774,T0308262780,2
T0308288774,T0308257780,2
T0308288774,T0308296743,1
T0308288774,T0308296744,1
T0308288774,T0308291763,1
T0308288774,T0308292758,1
T0308288774,T0308262785,2
T0308250792,T0308217796,2
T0308250792,T0308252777,1
T0308250792,T0308224797,2
T0308250792,T0308218793,2
T0308225714,T0308223751,2
T0308225714,T0308227747,2
T0308225714,T0308224746,2
T0308225714,T0308219747,2
T0308225714,T0308220751,2
T0308225714,T0308224744,2
T0308266769,T0308268796,2
T0308266769,T0308270798,2
T0308266769,T0308295772,1
T0308266769,T0308266797,2
T0308266769,T0309267803,2
T0308266769,T0309273801,2
T0308221732,T0308228704,2
T0308221732,T0308206736,1
T0308270769,T0308272735,2
T0308270769,T0308273737,2
T0308299786,T0408300793,1
T0308299786,T0408328795,2
T0308299786,T0408329790,2
T0308299786,T0408325788,2
T0308299786,T0408326793,2
T0308299786,T0408301798,1
T0308299786,T0409302804,1
T0308257773,T0308251797,2
T0308257773,T0308271771,1
T0308257773,T0308289768,1
T0308257773,T0309253806,2
T0308257773,T0309255803,2
T0308257773,T0309254804,2
T0308207760,T0208191786,2
T0308207760,T0208189782,2
T0308207760,T0208191779,2
T0308207760,T0208189780,2
T0308207760,T0208191785,2
T0308207760,T0208197782,2
T0308207760,T0308234743,1
T0308237712,T0308240741,2
T0308202782,T0308231790,1
T0308202782,T0309211815,2
T0308202782,T0309209819,2
T0308202782,T0309215816,2
T0308202782,T0309214818,2
T0308202782,T0309211819,2
T0308202782,T0309209819,2
T0308202782,T0309207815,2
T0308202782,T0309209816,2
T0308245758,T0308235724,2
T0308211740,T0308239755,2
T0308211740,T0308238757,2
T0308211740,T0308235757,2
T0308211740,T0308226765,1
T0308211740,T0308242755,2
T0308211740,T0308240755,2
T0308211740,T0308241752,2
T0308211740,T0308229772,1
T0308283704,T0307277686,1
T0308283704,T0307273675,1
T0308283704,T0307273674,1
T0308242701,T0308268714,2
T0308242701,T0308265717,2
T0308242701,T0308262712,2
T0308274789,T0308245799,2
T0308274789,T0308244793,2
T0308274789,T0308276779,1
T0308212777,T0308242779,1
T0308212777,T0309211810,2
T0308212777,T0309213809,2
T0308212777,T0309217803,2
T0308249781,T0308216770,2
T0308249781,T0308215765,2
T0308249781,T0308216769,2
T0308249781,T0308218771,2
T0308276741,T0308293776,1
T0308276741,T0308288765,1
T0308276741,T0308289767,1
T0308276741,T0408305760,2
T0309240864,T0309273869,2
T0309240864,T0309273871,2
T0309240864,T0309270869,2
T0309240864,T0309246898,1
T0309240864,T0309273871,2
T0309232878,T0309232853,2
T0309210810,T0308208777,2
T0309210810,T0308212777,2
T0309210810,T0308209777,2
T0309231856,T0309260874,2
T0309231856,T0309234862,1
T0309231856,T0309263867,2
T0309231856,T0309240874,1
T0309231856,T0309257868,2
T0309231856,T0309257873,2
T0309252867,T0309260848,1
T0309252867,T0309225873,2
T0309252867,T0309260847,1
T0309252867,T0309222878,2
T0309252867,T0309222878,2
T0309252867,T0309223875,2
T0309252867,T0309224880,2
T0309239816,T0308214792,1
T0309239816,T0308216797,2
T0309239816,T0309220801,2
T0309225887,T0309230864,2
T0309225887,T0309226858,2
T0309225887,T0309227862,2
T0309225887,T0309226864,2
T0309225887,T0309230862,2
T0309225887,T0309224859,2
T0309269880,T0309235872,1
T0309269880,T0309258844,2
T0309269880,T0309256877,1
T0309269880,T0309260878,1
T0309268839,T0309256806,2
T0309268839,T0309260811,2
T0309268839,T0309259807,2
T0309268839,T0309249833,1
T0309268839,T0309258811,2
T0309268839,T0309231827,1
T0309202821,T0209167822,2
T0309202821,T0209170823,2
T0309202821,T0309203801,1
T0309204868,T0209174878,2
T0309204868,T0209171871,2
T0309204868,T0209171873,2
T0309204868,T0209169873,2
T0309204868,T0209175876,2
T0309274886,T0309241884,2
T0309274886,T0309242881,2
T0309274886,T0309241882,2
T0309274886,T0309242886,2
T0309274886,T0309247880,2
T0309274886,T0309246882,2
T0309274886,T0309247883,2
T0309243814,T0308233793,1
T0309243814,T0308215799,2
T0309243814,T0308230786,1
T0309243814,T0309215800,2
T0309243814,T0309218802,2
T0309284886,T0310280902,1
T0309284886,T0409309876,2
T0309284886,T0409309882,2
T0309284886,T0409312880,2
T0309295805,T0309291825,1
T0309295805,T0408329797,2
T0309270822,T0309294844,2
T0309270822,T0309299855,1
T0309270822,T0309292838,2
T0309270822,T0309295845,2
T0309270822,T0309290845,1
T0309270822,T0309294842,2
T0309270822,T0309295844,2
T0309237846,T0309206843,2
T0309237846,T0309236838,1
T0309237846,T0309236838,1
T0309237846,T0309236838,1
T0309237846,T0309203841,2
T0309237846,T0309202846,2
T0309205883,T0209176891,2
T0309205883,T0209179889,2
T0309205883,T0209174889,2
T0309205883,T0209178890,2
T0309205883,T0309210857,1
T0309249869,T0309235881,1
T0309249869,T0309264850,2
T0309249869,T0309271849,2
T0309249869,T0309268848,2
T0309231826,T0309220821,1
T0309285871,T0309281896,2
T0309285871,T0309284899,2
T0309285871,T0309277898,2
T0309285871,T0409312866,1
T0309245878,T0309229849,2
T0309245878,T0309208855,1
T0309245878,T0309230847,2
T0309245878,T0309222864,1
T0309245878,T0309228849,2
T0309286888,T0310299916,2
T0309286888,T0410320905,1
T0309286888,T0410302915,2
T0309286888,T0410305916,2
T0309286888,T0410303916,2
T0309229818,T0308201784,1
T0309229818,T0308201796,2
T0309229818,T0308201785,1
T0309229818,T0309204801,2
T0309257823,T0309234804,2
T0310219912,T0310244911,2
T0310219912,T0310220941,1
T0310219912,T0310250911,2
T0310219912,T0310245914,2
T0310219912,T0310242912,2
T0310245970,T0310272964,1
T0310245970,T0310240997,2
T0310245970,T0310238998,2
T0310245970,T0310235997,2
T0310210948,T0210181963,2
T0310210948,T0210176959,2
T0310210948,T0210176960,2
T0310281918,T0409306899,2
T0310281918,T0409302898,2
T0310281918,T0409307894,2
T0310281918,T0409305894,2
T0310281918,T0410300900,2
T0310219977,T0210191982,2
T0310219977,T0310224960,1
T0310262920,T0310257941,1
T0310262920,T0310289910,2
T0310262920,T0310293914,2
T0310262920,T0310288914,2
T0310262920,T0310291912,2
T0310275992,T0410307988,2
T0310275992,T0410307986,2
T0310275992,T0410307985,2
T0310275992,T0410302990,2
T0310275992,T0410302986,2
T0310275992,T0410307983,2
T0310275992,T0410306983,2
T0310292949,T0310299972,1
T0310292949,T0410320956,2
T0310292949,T0410316958,2
T0310292949,T0410321959,2
T0310292949,T0410315955,2
T0310292949,T0410317959,2
T0310292949,T0410317956,2
T0310294932,T0410300952,1
T0310294932,T0410306969,1
T0310294932,T0410324939,2
T0310294932,T0410326942,2
T0310271982,T0310240974,2
T0310271982,T0310237974,2
T0310271982,T0310236974,2
T0310271982,T0310266961,1
T0310252928,T0310228950,2
T0310252928,T0310229950,2
T0310252928,T0310227947,2
T0310252928,T0310229948,2
T0310252928,T0310271907,1
T0310252928,T0310266913,1
T0310275947,T0310255933,1
T0310275947,T0310259922,2
T0310275947,T0310255923,2
T0310275947,T0310259924,2
T0310235989,T0310266970,1
T0310292981,T0310275953,2
T0310292981,T0310262963,1
T0310292981,T0310277956,2
T0310262995,T0310227986,2
T0310262995,T0310254964,1
T0310262995,T0310230987,2
T0310255974,T0310286982,2
T0310255974,T0310290987,2
T0310255974,T0310285985,2
T0310255974,T0310284985,2
T0310247987,T0310279998,2
T0310247987,T0310278994,2
T0310247987,T0310281990,2
T0310247987,T0310284995,2
T0310247987,T0310279991,2
T0310237982,T0310218996,2
T0310237982,T0310246968,1
T0310209903,T0309236894,2
T0310209903,T0309236892,2
T0310209903,T0309238897,2
T0310209903,T0309238894,2
T0310209903,T0309241896,2
T0310209903,T0309235897,2
T0310209903,T0310239900,2
T0310215955,T0210194979,2
T0310215955,T0210198979,2
T0310215955,T0210199980,2
T0310215955,T0210198977,2
T0310215955,T0310200983,2
T0310215955,T0310241938,1
T0310260999,T0310275970,2
T0310260999,T0310273971,2
T0310260999,T0310273969,2
T0310260999,T0310273977,2
T0310274968,T0310244968,2
T0310274968,T0310271934,1
T0310213967,T0310246980,2
T0310213967,T0310248979,2
T0310213967,T0310250978,2
T0310213967,T0310247980,2
T0310213967,T0310247977,2
T0310269958,T0410305960,2
T0310286953,T0310276949,1
T0310286953,T0310278927,2
T0310286953,T0310275923,2
T0401329022,T0401309044,2
T0401329022,T0401316042,2
T0401329022,T0401353003,1
T0401329022,T0401311043,2
T0401396042,T0401372028,2
T0401396042,T0401369028,2
T0401396042,T0401373036,2
T0401396042,T0401392031,1
T0401396042,T0401373035,2
T0401315009,T0401304001,1
T0401394006,T0501414031,2
T0401394006,T0501413024,1
T0401394006,T0501429040,1
T0401394006,T0501417031,2
T0401374043,T0401394025,2
T0401374043,T0401395027,2
T0401374043,T0401393025,2
T0401374043,T0401392021,2
T0401374043,T0401389027,2
T0401352084,T0401375078,1
T0401352084,T0401356083,1
T0401352084,T0401378077,1
T0401352084,T0402342107,2
T0401352084,T0402344110,2
T0401352084,T0402341112,2
T0401352084,T0402344106,2
T0401352084,T0402341109,2
T0401305007,T0401309017,1
T0401305007,T0401333014,2
T0401305007,T0401330021,2
T0401305007,T0401328018,2
T0401372025,T0501407023,2
T0401372025,T0501404029,2
T0401372025,T0501408029,2
T0401372025,T0501406029,2
T0401372025,T0501409028,2
T0401372025,T0501402024,2
T0401300022,T0401308052,2
T0401300022,T0401316025,1
T0401300022,T0401334029,1
T0401363083,T0401342066,2
T0401363083,T0401345061,2
T0401363083,T0401343063,2
T0401349037,T0401320027,1
T0401349037,T0401337012,2
T0401349037,T0401337013,2
T0401349037,T0401339011,2
T0401382091,T0401360096,2
T0401382091,T0401358095,2
T0401382091,T0401361097,2
T0401382091,T0402357102,2
T0401381022,T0401361037,2
T0401381022,T0401359035,2
T0401381022,T0401357037,2
T0401381022,T0401357033,2
T0401381022,T0401383019,1
T0401381022,T0401390009,1
T0401381022,T0401356040,2
T0401319062,T0401336037,2
T0401319062,T0401337034,2
T0401319062,T0401338034,2
T0401319062,T0401312068,1
T0401319062,T0401341035,2
T0401374029,T0401392003,2
T0401374029,T0401391004,2
T0401374029,T0401341052,1
T0401338024,T0401305036,2
T0401338024,T0401304036,2
T0401338024,T0401343007,1
T0401338024,T0401306037,2
T0401338024,T0401303038,2
T0401338024,T0401308034,2
T0401374082,T0401349076,2
T0401374082,T0401344078,2
T0401374082,T0401346075,2
T0401374082,T0401344076,2
T0401374082,T0401341078,2
T0401374082,T0401349081,2
T0401374082,T0401348078,2
T0401374082,T0401344082,2
T0401374082,T0401346082,2
T0401309060,T0301283058,2
T0401309060,T0301280056,2
T0401351058,T0401367071,1
T0401351058,T0401369087,2
T0401351058,T0401375087,2
T0401351058,T0401374077,1
T0401397088,T0401387054,2
T0401397088,T0401389053,2
T0401397088,T0401393051,2
T0401397088,T0401386054,2
T0401397088,T0401392053,2
T0401397088,T0401388054,2
T0401397088,T0401391050,2
T0401315058,T0301284046,2
T0401315058,T0401303021,1
T0401327046,T0301290079,1
T0401327046,T0401352017,2
T0402377109,T0402399105,2
T0402377109,T0502402107,2
T0402377109,T0502406103,2
T0402377109,T0502404102,2
T0402348191,T0402332192,1
T0402348191,T0402352162,2
T0402348191,T0402350163,2
T0402348191,T0402347164,2
T0402348191,T0402349168,2
T0402344119,T0401334085,2
T0402344119,T0401327085,2
T0402344119,T0401330091,2
T0402344119,T0401335085,2
T0402344119,T0401331090,2
T0402344119,T0402320109,1
T0402323149,T0302291158,2
T0402323149,T0302296164,2
T0402323149,T0302297161,2
T0402323149,T0302295157,2
T0402323149,T0302298159,2
T0402323149,T0402330131,1
T0402323149,T0402329133,1
T0402323149,T0402335119,1
T0402323149,T0402333123,1
T0402363151,T0402345130,2
T0402363151,T0402346126,2
T0402369134,T0402345125,2
T0402369134,T0402338121,2
T0402369134,T0402339118,2
T0402369134,T0402337124,2
T0402369134,T0402341121,2
T0402369134,T0402345121,2
T0402369134,T0402358109,1
T0402369134,T0402340124,2
T0402369134,T0402346123,2
T0402368145,T0402374116,2
T0402368145,T0402374120,2
T0402368145,T0402378123,2
T0402368145,T0402373122,2
T0402368145,T0402373121,2
T0402368145,T0402373122,2
T0402380111,T0401347097,1
T0402380111,T0401352099,1
T0402380111,T0401369076,2
T0402380111,T0401348098,1
T0402380111,T0401343096,1
T0402380111,T0401367079,2
T0402380111,T0401352099,1
T0402352110,T0402369119,1
T0402352110,T0402370140,2
T0402352110,T0402371140,2
T0402352110,T0402371137,2
T0402352110,T0402367141,2
T0402352110,T0402364141,2
T0402352110,T0402368136,2
T0402352110,T0402367142,2
T0402352110,T0402370139,2
T0402328138,T0402359155,2
T0402328138,T0402340155,1
T0402328138,T0402355174,1
T0402328138,T0402353156,2
T0402328138,T0402342157,1
T0402328138,T0402352157,2
T0402328138,T0402360156,2
T0402328138,T0402359162,2
T0402328138,T0402358163,2
T0402344100,T0402317105,1
T0402313132,T0402324164,2
T0402313132,T0402324159,2
T0402313132,T0402325157,2
T0402313132,T0402323160,2
T0402308194,T0302277185,2
T0402308194,T0302276185,2
T0402308194,T0302281191,2
T0402308194,T0302284188,2
T0402308194,T0302279186,2
T0402308194,T0402303172,1
T0402308194,T0402305180,1
T0402339172,T0402362150,2
T0402339172,T0402329183,1
T0402339172,T0402358149,2
T0402339172,T0402362155,2
T0402339172,T0402365151,2
T0402339172,T0402324188,1
T0402339172,T0402321191,1
T0402339172,T0402361154,2
T0402383119,T0402353107,2
T0402382188,T0403369223,2
T0402382188,T0403373215,2
T0402377175,T0402394144,2
T0402377175,T0402390143,2
T0402377175,T0402396145,2
T0402377175,T0402391144,2
T0402377175,T0402393143,2
T0402377175,T0402394142,2
T0402354146,T0402332153,1
T0402354146,T0402369115,2
T0402354146,T0402367111,2
T0402354146,T0402364117,2
T0402354146,T0402365115,2
T0402354146,T0402362114,2
T0402324135,T0302299152,1
T0402324135,T0302299152,1
T0402324135,T0302296154,1
T0402324135,T0302295154,1
T0402324135,T0402339109,2
T0402324135,T0402342115,2
T0402324135,T0402338109,2
T0402388140,T0402379110,2
T0402388140,T0402386111,2
T0402388140,T0402386112,2
T0402326187,T0302299172,1
T0402326187,T0402300172,1
T0402326187,T0402314164,2
T0402326187,T0402310161,2
T0402326187,T0402314158,2
T0402326187,T0402308162,2
T0402326187,T0402313158,2
T0402326187,T0402312162,2
T0402343198,T0402324175,2
T0402343198,T0402315179,1
T0402343198,T0402323176,2
T0402343198,T0402330177,2
T0402343198,T0402328177,2
T0402343198,T0402324178,2
T0402314109,T0402339127,2
T0402314109,T0402337139,1
T0402314109,T0402337126,2
T0402314109,T0402336139,1
T0402314109,T0402337126,2
T0402314109,T0402336129,2
T0402314109,T0402341128,2
T0402314109,T0402341129,2
T0403332253,T0403351276,2
T0403332253,T0403355270,2
T0403332253,T0403352271,2
T0403332253,T0403350273,2
T0403332253,T0403353270,2
T0403332253,T0403354274,1
T0403332253,T0403349276,2
T0403332253,T0403349277,2
T0403367275,T0403375298,2
T0403367275,T0403377297,2
T0403367275,T0404373304,2
T0403343287,T0403314296,2
T0403343287,T0403316296,2
T0403343287,T0403313298,2
T0403353241,T0403388248,2
T0403353241,T0403383247,2
T0403353241,T0403361270,1
T0403353241,T0403384252,2
T0403353241,T0403383251,2
T0403353241,T0403386254,2
T0403353241,T0403384252,2
T0403363229,T0402363198,2
T0403363229,T0403360203,2
T0403313277,T0303294287,1
T0403313277,T0303291289,1
T0403313277,T0403321254,2
T0403313277,T0403325259,2
T0403313277,T0403327252,2
T0403313277,T0403327251,2
T0403310258,T0403325236,2
T0403310258,T0403328230,2
T0403381287,T0403357284,1
T0403381287,T0403380252,2
T0403381287,T0403363285,1
T0403381287,T0403377257,2
T0403381287,T0403351283,1
T0403381287,T0403373256,2
T0403381287,T0403379259,2
T0403381287,T0403378253,2
T0403381287,T0403376258,2
T0403370295,T0404374327,1
T0403370295,T0503403298,2
T0403325222,T0403347252,1
T0403325222,T0403335235,1
T0403325222,T0403347252,1
T0403325222,T0403338239,1
T0403325222,T0403347239,2
T0403380261,T0403358257,1
T0403380261,T0403380233,2
T0403380261,T0403364258,1
T0403380261,T0403377234,2
T0403380261,T0403363258,1
T0403386269,T0403388262,1
T0403320265,T0303296261,2
T0403320265,T0303295259,2
T0403320265,T0303291257,2
T0403320265,T0303292256,2
T0403320265,T0303290259,2
T0403320265,T0403317252,1
T0403300249,T0303276242,1
T0403300249,T0303295218,2
T0403300249,T0303290220,2
T0403300249,T0303292222,2
T0403300249,T0303290217,2
T0403317261,T0403330298,2
T0403317261,T0403332267,1
T0403317261,T0403331297,2
T0403392223,T0403353253,1
T0403392223,T0403357250,1
T0403392223,T0502417193,2
T0403392223,T0502409194,2
T0403392223,T0502415197,2
T0403392223,T0502416192,2
T0403330287,T0403362288,1
T0403330287,T0404329322,2
T0403330287,T0404335325,2
T0403330287,T0404330324,2
T0403330287,T0404330318,2
T0403357228,T0403376204,2
T0403357228,T0403372205,2
T0403357228,T0403375205,2
T0403357228,T0403331248,1
T0403357228,T0403342239,1
T0403357228,T0403344238,1
T0403354234,T0403383225,2
T0403354234,T0403342265,1
T0403354234,T0403380221,2
T0403354234,T0403383225,2
T0403354234,T0403380219,2
T0403332209,T0402305196,2
T0403332209,T0403309201,2
T0403330286,T0403302298,2
T0403330286,T0404307302,2
T0403347249,T0403333277,2
T0403347249,T0403364240,1
T0403347249,T0403329279,2
T0403347249,T0403333277,2
T0403364247,T0403368280,2
T0403344230,T0403315244,2
T0403344230,T0403318250,2
T0403390269,T0403364246,2
T0403390269,T0403365254,2
T0403390269,T0403364247,2
T0403390269,T0403367248,2
T0404309369,T0404337353,2
T0404309369,T0404332352,2
T0404309369,T0404336353,2
T0404318320,T0304292338,1
T0404318320,T0304290339,1
T0404318320,T0403339296,2
T0404324393,T0404310364,2
T0404324393,T0404318360,2
T0404302361,T0304270361,2
T0404302361,T0304298335,1
T0404302361,T0304276358,2
T0404302361,T0304269360,2
T0404378352,T0404392326,2
T0404378352,T0404390333,2
T0404378352,T0404391329,2
T0404378352,T0404349367,1
T0404369370,T0404372341,2
T0404369370,T0404367338,2
T0404369370,T0404367341,2
T0404354370,T0404381358,2
T0404354370,T0404381362,2
T0404354370,T0404382360,2
T0404354370,T0404379366,2
T0404354370,T0404379366,2
T0404354370,T0404379364,2
T0404389387,T0405392405,1
T0404389387,T0504415390,2
T0404389387,T0504416392,2
T0404353369,T0404345343,2
T0404353369,T0404337365,1
T0404363301,T0403326297,2
T0404363301,T0403325298,2
T0404311320,T0304295343,2
T0404311320,T0403341297,1
T0404311320,T0403341298,1
T0404311320,T0404320313,1
T0404321376,T0405310405,2
T0404367379,T0404395383,1
T0404367379,T0405369406,2
T0404367379,T0405370406,2
T0404367379,T0405374404,2
T0404367379,T0405371407,2
T0404367379,T0405372409,2
T0404367379,T0405370407,2
T0404324392,T0404333361,2
T0404324392,T0404327359,2
T0404324392,T0404329355,2
T0404304322,T0304272337,2
T0404304322,T0304270334,2
T0404304322,T0304268336,2
T0404304322,T0403318286,1
T0404304322,T0404306317,1
T0404357325,T0403370298,1
T0404357325,T0404332338,2
T0404357325,T0404365308,1
T0404357325,T0404327340,2
T0404357325,T0404325336,2
T0404357325,T0404329336,2
T0404357325,T0404327340,2
T0404357325,T0404332337,2
T0404357325,T0404327337,2
T0404312325,T0404320352,2
T0404312325,T0404341329,1
T0404312325,T0404315346,2
T0404312325,T0404314348,2
T0404355343,T0404323349,2
T0404355343,T0404324348,2
T0404355343,T0404325346,2
T0404356338,T0404343311,2
T0404356338,T0404339314,2
T0404360376,T0404345345,1
T0404333378,T0404331347,2
T0404333378,T0404330350,2
T0404333378,T0404328351,2
T0404333378,T0404330351,2
T0404333378,T0404331347,2
T0404333378,T0404334349,2
T0404313398,T0305283410,2
T0404313398,T0404329369,1
T0404313398,T0404330367,1
T0404360322,T0403384298,2
T0404360322,T0403383295,2
T0404360322,T0403384299,2
T0404360322,T0404382301,2
T0405372455,T0405397435,2
T0405372455,T0405393433,2
T0405372455,T0405391440,2
T0405372455,T0405396438,2
T0405372455,T0405388434,2
T0405372455,T0405394431,2
T0405372455,T0405391433,2
T0405372455,T0405395433,2
T0405372455,T0405394437,2
T0405372455,T0405395432,2
T0405372455,T0405390438,2
T0405387410,T0405397440,2
T0405387410,T0405397433,2
T0405387410,T0405398432,2
T0405387410,T0505417423,1
T0405387410,T0505400437,2
T0405331449,T0405324417,2
T0405331449,T0405323421,2
T0405331449,T0405322413,2
T0405331449,T0405317419,2
T0405331449,T0405319414,2
T0405331449,T0405321416,2
T0405331449,T0405322416,2
T0405331449,T0405320419,2
T0405331449,T0405319412,2
T0405331449,T0405321417,2
T0405321447,T0405338417,2
T0405321447,T0405338420,2
T0405321447,T0405336423,2
T0405321447,T0405334419,2
T0405321447,T0405336425,2
T0405321447,T0405340424,2
T0405321447,T0405340418,2
T0405321447,T0405334422,2
T0405321447,T0405341418,2
T0405388429,T0405385450,2
T0405388429,T0405387458,2
T0405388429,T0405387454,2
T0405388429,T0405381458,2
T0405388429,T0405387458,2
T0405388429,T0405383450,2
T0405388429,T0505401427,1
T0405388429,T0505417425,1
T0405311430,T0305299453,2
T0405311430,T0305297454,2
T0405311430,T0305298451,2
T0405311430,T0305298456,2
T0405368444,T0405345441,2
T0405368444,T0405344440,2
T0405368444,T0405340443,2
T0405368444,T0405340441,2
T0405368444,T0405341436,2
T0405368444,T0405338438,2
T0405335468,T0405367469,1
T0405335468,T0405333496,2
T0405335468,T0405337494,2
T0405309420,T0305278412,2
T0405309420,T0305281408,2
T0405309420,T0305277410,2
T0405309440,T0405328417,2
T0405309440,T0405332415,2
T0405309440,T0405331418,2
T0405309440,T0405329409,2
T0405309440,T0405334415,2
T0405309440,T0405335413,2
T0405309440,T0405332414,2
T0405351467,T0405377440,2
T0405351467,T0405373441,2
T0405351467,T0405373439,2
T0405351467,T0405375443,2
T0405351467,T0405372446,2
T0405351467,T0405375447,2
T0405351467,T0405340478,1
T0405351467,T0406315503,1
T0405314455,T0405345471,2
T0405314455,T0405319467,1
T0405314455,T0405340470,2
T0405314455,T0405340470,2
T0405314455,T0405346467,2
T0405314455,T0405320469,1
T0405314455,T0405343465,2
T0405314455,T0405342472,2
T0405385439,T0405365458,2
T0405385439,T0405371459,2
T0405385439,T0405365461,2
T0405314443,T0405322465,2
T0405332407,T0405355404,1
T0405332407,T0405324438,2
T0405332407,T0405355404,1
T0405332407,T0405327432,2
T0405343499,T0405345496,1
T0405343499,T0405362471,1
T0405343499,T0406314518,2
T0405343499,T0406314519,2
T0405343499,T0406315516,2
T0405343499,T0406312516,2
T0405343499,T0406311516,2
T0405368440,T0405364449,1
T0405368440,T0405396429,2
T0405368440,T0405397424,2
T0405368440,T0405393425,2
T0405370453,T0405342434,2
T0405370453,T0405341429,2
T0405370453,T0405348431,2
T0405370453,T0405350429,1
T0405370453,T0405339431,2
T0405370453,T0405339432,2
T0405370453,T0405357437,1
T0405370453,T0405343421,1
T0405301498,T0305271494,2
T0405301498,T0305271499,2
T0405301498,T0305276497,2
T0405301498,T0405302469,1
T0405324406,T0404339387,2
T0405324406,T0404338379,2
T0405324406,T0404336386,2
T0405395406,T0504410383,2
T0405395406,T0504411388,2
T0405395406,T0504413385,2
T0405395406,T0504409380,2
T0405395406,T0504411382,2
T0405357424,T0405328426,2
T0405357424,T0405358402,1
T0405357424,T0405323424,2
T0405357424,T0405324423,2
T0405377454,T0405355429,1
T0405377454,T0405353435,2
T0405377454,T0405350425,1
T0405377454,T0405350432,2
T0405377454,T0405365441,1
T0405377454,T0405357432,1
T0405377454,T0405352436,2
T0405354495,T0405336474,1
T0405354495,T0405332475,2
T0405354495,T0405332472,2
T0406322514,T0306297532,1
T0406322514,T0405333491,2
T0406322514,T0405342493,2
T0406303517,T0405312492,2
T0406303517,T0405311495,2
T0406308549,T0306281572,2
T0406308549,T0306278570,2
T0406308549,T0306281570,2
T0406308549,T0406328527,1
T0406308549,T0406342511,1
T0406308549,T0406337517,1
T0406340505,T0405344476,1
T0406340505,T0405341497,1
T0406340505,T0406304507,2
T0406340505,T0406304509,2
T0406340505,T0406302508,2
T0406340505,T0406305514,2
T0406340505,T0406305505,2
T0406340505,T0406307509,2
T0406340505,T0406302507,2
T0406307593,T0307299617,2
T0406307593,T0307297622,2
T0406307593,T0407300617,2
T0406307593,T0407300619,2
T0406307593,T0407303615,2
T0406360577,T0406335569,2
T0406360577,T0406332564,2
T0406360577,T0406334566,2
T0406360577,T0406333569,2
T0406360577,T0406335570,2
T0406360577,T0406335572,2
T0406360577,T0406332565,2
T0406369599,T0406375577,2
T0406369599,T0406375573,2
T0406369599,T0406370570,2
T0406369599,T0406371573,2
T0406369599,T0406374578,2
T0406369599,T0406375572,2
T0406392521,T0506422525,2
T0406392521,T0506423517,2
T0406392521,T0506419517,2
T0406392521,T0506418521,2
T0406392521,T0506418523,2
T0406386542,T0406388509,2
T0406386542,T0406364540,1
T0406338555,T0406327521,1
T0406338555,T0406309543,2
T0406338555,T0406332537,1
T0406338555,T0406335546,1
T0406338555,T0406328525,1
T0406311586,T0307285617,1
T0406311586,T0307299601,1
T0406311586,T0307299601,1
T0406311586,T0406303596,1
T0406311586,T0406337562,2
T0406318564,T0406334558,1
T0406318564,T0406304593,2
T0406318564,T0406340556,1
T0406318564,T0407307600,2
T0406348548,T0406351517,2
T0406348548,T0406321554,1
T0406348548,T0406356517,2
T0406348548,T0406352523,2
T0406365574,T0406355544,1
T0406365574,T0406356546,1
T0406365574,T0406360558,1
T0406365574,T0406339562,2
T0406365574,T0406364571,1
T0406349535,T0406315533,2
T0406349535,T0406316534,2
T0406349535,T0406315533,2
T0406365547,T0406379573,1
T0406365547,T0406374563,1
T0406365547,T0406390562,2
T0406365547,T0406391561,2
T0406365547,T0406392561,2
T0406365547,T0406395561,2
T0406365547,T0406389562,2
T0406365547,T0406391563,2
T0406365547,T0406386560,2
T0406336578,T0407310614,1
T0406336578,T0407311615,1
T0406336578,T0407311613,1
T0406374552,T0406388583,2
T0406374552,T0406391584,2
T0406374552,T0406390582,2
T0406374552,T0406393585,2
T0406374552,T0406391584,2
T0406374552,T0406393585,2
T0406374552,T0406399563,1
T0406374552,T0406385585,2
T0406374552,T0406390587,2
T0406374552,T0406388586,2
T0406374552,T0506402565,1
T0406344531,T0406352544,1
T0406344531,T0406371546,2
T0406392535,T0406399547,1
T0406392535,T0506414546,2
T0406392535,T0506407560,1
T0406392535,T0506415553,2
T0406392535,T0506411548,2
T0406392535,T0506415544,2
T0406392535,T0506415547,2
T0406392535,T0506413546,2
T0406392535,T0506401550,1
T0406392535,T0506413551,2
T0406387503,T0406362521,2
T0406387503,T0406365524,2
T0406387503,T0406364525,2
T0406387503,T0406364524,2
T0406387503,T0406358523,2
T0406387503,T0505407478,1
T0406387503,T0505402484,1
T0406387503,T0505410474,1
T0406387503,T0505400487,1
T0406309521,T0405326494,2
T0406309521,T0405321495,2
T0406309521,T0405322494,2
T0406368553,T0406361549,1
T0406368553,T0406353525,2
T0406368553,T0406350526,2
T0406368553,T0406355524,2
T0406301533,T0406314562,1
T0406301533,T0406315564,1
T0407338658,T0407342681,2
T0407338658,T0407348684,2
T0407338658,T0407349685,2
T0407338658,T0407358664,1
T0407338658,T0407344687,2
T0407309652,T0307291671,2
T0407309652,T0307291671,2
T0407309652,T0307284672,2
T0407309652,T0307291671,2
T0407309652,T0407332622,1
T0407331604,T0406342591,1
T0407331604,T0406360569,1
T0407331604,T0406343590,1
T0407331604,T0407304629,2
T0407331604,T0407306631,2
