CUT TREE,VICTIM,Category Damage
T0802771160,T0802739143,2
T0802771160,T0802743144,2
T0802771160,T0802740142,2
T0802743184,T0802770168,2
T0802743184,T0802771171,2
T0802743184,T0802777170,2
T0802743184,T0803723223,1
T0802743184,T0803723223,1
T0802743184,T0803725219,1
T0802743184,T0803728212,1
T0802733157,T0802729130,1
T0802733157,T0802703152,2
T0802733157,T0802702154,2
T0802733157,T0802705156,2
T0802733157,T0802702151,2
T0802733157,T0802729134,1
T0802733157,T0802710155,2
T0802733157,T0802731143,1
T0802733157,T0802729130,1
T0802733157,T0802708157,2
T0802733157,T0802706157,2
T0802770185,T0802750183,1
T0802770185,T0802770156,2
T0802770185,T0802772156,2
T0802770185,T0802768160,2
T0802770185,T0802764157,2
T0802770185,T0802763157,2
T0802770185,T0802767163,2
T0802770185,T0802765154,2
T0802770185,T0802768158,2
T0802730154,T0802710180,1
T0802730154,T0802749134,2
T0802730154,T0802726159,1
T0802730154,T0802754139,2
T0802730154,T0802754140,2
T0802730154,T0802712177,1
T0802767181,T0802799167,2
T0802767181,T0802761194,1
T0802767181,T0802799164,2
T0802767181,T0803753212,1
T0802767181,T0902803166,2
T0802767181,T0902801170,2
T0802767181,T0902801168,2
T0802767181,T0902801163,2
T0802744106,T0802760132,2
T0802744106,T0802764135,2
T0802711139,T0802739125,2
T0802711139,T0802740129,2
T0802711139,T0802741127,2
T0802711139,T0802740123,2
T0802711139,T0802740125,2
T0802711139,T0802737121,2
T0802711139,T0802708145,1
T0802700160,T0702675158,1
T0802700160,T0702697130,2
T0802700160,T0702673158,1
T0802700160,T0702666158,1
T0802700160,T0702699133,2
T0802700160,T0702699131,2
T0802700160,T0702699126,2
T0802700160,T0702694128,2
T0802700160,T0802700129,2
T0802750156,T0802736165,1
T0802750156,T0802768129,2
T0802739194,T0802764192,2
T0802739194,T0802768188,2
T0802739194,T0802765192,2
T0802739194,T0802771190,2
T0802739194,T0802771192,2
T0802739194,T0803737206,1
T0802739194,T0803735217,1
T0802739194,T0803734221,1
T0802767139,T0802763167,2
T0802767139,T0802761164,2
T0802767139,T0802763164,2
T0802767139,T0802785138,1
T0802767139,T0802763169,2
T0802704169,T0802736163,2
T0802704169,T0802702199,1
T0802704169,T0802736167,2
T0802793114,T0902815136,1
T0802793114,T0902820137,2
T0802793114,T0902816141,2
T0802793114,T0902816132,2
T0802793114,T0902818137,2
T0802794146,T0902800179,1
T0802794146,T0902826150,2
T0802794146,T0902822150,2
T0802794146,T0902820153,2
T0802794146,T0902800175,1
T0802794146,T0902826154,2
T0802794146,T0902827155,2
T0802794146,T0902800177,1
T0802770173,T0802758199,2
T0802770173,T0802762199,2
T0802770173,T0803761201,2
T0802770173,T0803758203,2
T0802770173,T0803761202,2
T0802770173,T0803762201,2
T0802770173,T0803760201,2
T0802787130,T0902811134,2
T0802787130,T0902809133,2
T0802787130,T0902810136,2
T0802787130,T0902816131,2
T0802787130,T0902810133,2
T0802787130,T0902810134,2
T0802708148,T0802735135,2
T0802708148,T0802733143,2
T0802708148,T0802731142,2
T0802708148,T0802733137,2
T0802708148,T0802733134,2
T0802708148,T0802704158,1
T0802781175,T0902811172,2
T0802781175,T0902809176,2
T0802781175,T0902806170,2
T0802781175,T0902811174,2
T0802781175,T0902810173,2
T0802711123,T0802713154,1
T0802711123,T0802746125,2
T0802711123,T0802746123,2
T0802711123,T0802713146,1
T0802711123,T0802713152,1
T0802711123,T0802744123,2
T0802791197,T0802767178,1
T0802791197,T0802772176,2
T0802790183,T0803782214,2
T0802790183,T0803785216,2
T0802790183,T0803782212,2
T0803702288,T0703679268,1
T0803775254,T0803748253,2
T0803775254,T0803750255,2
T0803775254,T0803745255,2
T0803759291,T0803783268,2
T0803759291,T0803781265,2
T0803759291,T0804736310,1
T0803759291,T0804735311,1
T0803759291,T0804744303,1
T0803798291,T0904825302,2
T0803798291,T0904814326,1
T0803798291,T0904827308,2
T0803798291,T0904826308,2
T0803798291,T0904829300,2
T0803798291,T0904831303,2
T0803764258,T0803741240,1
T0803764258,T0803750235,2
T0803764258,T0803744234,2
T0803764258,T0803750234,2
T0803764258,T0803747233,2
T0803720276,T0703696294,1
T0803720276,T0803701290,1
T0803720276,T0803740253,2
T0803720276,T0803739251,2
T0803720276,T0803735253,2
T0803763296,T0804790327,1
T0803763296,T0804783316,2
T0803763296,T0804780315,1
T0803763296,T0804784318,2
T0803763296,T0804785317,2
T0803763296,T0804781315,2
T0803763296,T0804779314,1
T0803781243,T0803787218,2
T0803781243,T0803790219,2
T0803777202,T0803765225,1
T0803777202,T0902805183,2
T0803777202,T0902801189,2
T0803777202,T0902804186,2
T0803777202,T0902805190,2
T0803777202,T0902807189,2
T0803777202,T0902801188,2
T0803777202,T0902805188,2
T0803775274,T0803747289,2
T0803775274,T0803793250,1
T0803775274,T0903800241,1
T0803775274,T0903800242,1
T0803777253,T0803784223,2
T0803777253,T0803782221,2
T0803777253,T0803788224,2
T0803777253,T0803785223,2
T0803777253,T0803786222,2
T0803777253,T0803743264,1
T0803777253,T0803791222,2
T0803749263,T0803784258,1
T0803749263,T0803787257,1
T0803749263,T0803746297,2
T0803749263,T0803741296,2
T0803749263,T0803743298,2
T0803749263,T0803742299,2
T0803749263,T0804746302,2
T0803772291,T0803795296,1
T0803772291,T0804775323,2
T0803756234,T0803782255,2
T0803756234,T0803782253,2
T0803756234,T0803780255,2
T0803756234,T0803781250,2
T0803718204,T0703686214,2
T0803718204,T0703688213,2
T0803786240,T0803753232,2
T0803786240,T0803752237,2
T0803716271,T0804715301,2
T0803716271,T0804721304,2
T0803716271,T0804712301,2
T0803713278,T0704692303,2
T0803758242,T0803740222,2
T0803758242,T0803742218,2
T0803758242,T0803732218,1
T0803758242,T0803736222,1
T0803758242,T0803737224,2
T0803720298,T0803744279,2
T0803720298,T0803744276,2
T0803720298,T0803743282,2
T0803720298,T0803748280,2
T0803720298,T0803744285,2
T0803720298,T0803744279,2
T0803707275,T0703683283,2
T0803707275,T0703684286,2
T0803707275,T0703684286,2
T0803707275,T0703682282,2
T0803707275,T0703679279,2
T0803707275,T0803712259,1
T0803707275,T0803715250,1
T0803793284,T0803799273,1
T0803793284,T0803767295,2
T0803793284,T0803765298,2
T0803793284,T0803766296,2
T0803793284,T0804769302,2
T0803793284,T0804771301,2
T0803793284,T0804771300,2
T0803734239,T0803708233,2
T0803734239,T0803707234,2
T0803734239,T0803726212,1
T0803734239,T0803723204,1
T0803734239,T0803704230,2
T0803791233,T0903821253,2
T0803791233,T0903822246,2
T0803791233,T0903807265,1
T0803791233,T0903825249,2
T0803791233,T0903822246,2
T0803791233,T0903804259,1
T0803710213,T0803707246,2
T0803710213,T0803704246,2
T0803710213,T0803709243,2
T0803710213,T0803704246,2
T0803710213,T0803706243,2
T0803710213,T0803705243,2
T0803710213,T0803705245,2
T0803710213,T0803745208,1
T0803768244,T0803774211,2
T0803768244,T0803770210,2
T0803768244,T0803745245,1
T0803768244,T0803767209,2
T0803768244,T0803768208,2
T0804728365,T0704699356,2
T0804728365,T0704697359,2
T0804728365,T0804700363,2
T0804728365,T0804723339,1
T0804728365,T0804703359,2
T0804728365,T0804702359,2
T0804767355,T0804752375,2
T0804767355,T0804749374,2
T0804767355,T0804745373,2
T0804767355,T0804747374,2
T0804767355,T0804787334,1
T0804753322,T0804747349,2
T0804753322,T0804769319,1
T0804753322,T0804748356,2
T0804796311,T0903828299,2
T0804733345,T0804728364,1
T0804733345,T0804757334,2
T0804733345,T0804758336,2
T0804733345,T0804759334,2
T0804733345,T0804757342,2
T0804733345,T0804761336,2
T0804733345,T0804759341,2
T0804711371,T0804737371,2
T0804711371,T0804737375,2
T0804711371,T0804714398,1
T0804711371,T0804739374,2
T0804711371,T0804739371,2
T0804711371,T0804739375,2
T0804711371,T0805715404,1
T0804753300,T0804722307,2
T0804787380,T0805776413,1
T0804787380,T0904817372,2
T0804759394,T0804770384,1
T0804759394,T0804794362,1
T0804759394,T0804795360,1
T0804759394,T0804791365,1
T0804759394,T0804791364,1
T0804759394,T0805741420,2
T0804759394,T0805734419,2
T0804759394,T0805735417,2
T0804759394,T0805738421,2
T0804759394,T0805738415,2
T0804759394,T0805737418,2
T0804759394,T0805736420,2
T0804722380,T0804736352,2
T0804722380,T0804739358,2
T0804722380,T0804739356,2
T0804722380,T0804742356,2
T0804722380,T0804737355,2
T0804775301,T0803787268,2
T0804775301,T0803783273,2
T0804775301,T0803787273,2
T0804775301,T0803785266,2
T0804775301,T0804753307,1
T0804775301,T0804742310,1
T0804726377,T0805711403,2
T0804754393,T0804729376,1
T0804754393,T0804736371,2
T0804754393,T0804736367,2
T0804754393,T0804736369,2
T0804754393,T0804737367,2
T0804754393,T0804738367,2
T0804737323,T0804749359,2
T0804737323,T0804772334,1
T0804737323,T0804750357,2
T0804749312,T0803750277,2
T0804749312,T0803758278,2
T0804749312,T0803754278,2
T0804749312,T0803752279,2
T0804749312,T0803758276,2
T0804764313,T0803748285,2
T0804764313,T0804747304,1
T0804782308,T0803795277,1
T0804782308,T0804750319,2
T0804780341,T0804751339,2
T0804780341,T0804753336,2
T0804780341,T0804777314,1
T0804780341,T0804751334,2
T0804757382,T0804781371,2
T0804757382,T0805748401,1
T0804727351,T0804700370,2
T0804727351,T0804706368,2
T0804715396,T0705685410,1
T0804715396,T0804729366,2
T0804715396,T0804732365,2
T0804718314,T0804713349,2
T0804776365,T0804790399,1
T0804776365,T0804790399,1
T0804776365,T0805792403,1
T0804776365,T0805791400,1
T0804776365,T0904809377,2
T0804776365,T0904804381,2
T0804776365,T0904806380,2
T0804776365,T0904804377,2
T0804776365,T0904810375,2
T0804776365,T0904811376,2
T0804776365,T0904808382,2
T0805716428,T0805733446,2
T0805716428,T0805734449,2
T0805716428,T0805735448,2
T0805717407,T0705698427,1
T0805717407,T0804737386,2
T0805777414,T0904804392,2
T0805799459,T0805781483,1
T0805799459,T0805782481,1
T0805799459,T0805780485,1
T0805799459,T0905830439,2
T0805799459,T0905825442,2
T0805799459,T0905829438,2
T0805799459,T0905825440,2
T0805761409,T0804775384,1
T0805761409,T0805738423,2
T0805761409,T0805732423,2
T0805761409,T0805733423,2
T0805761409,T0805738424,2
T0805729461,T0805750444,2
T0805729461,T0805746442,2
T0805729461,T0805751443,2
T0805729461,T0805746445,2
T0805729461,T0805747441,2
T0805729461,T0805747442,2
T0805729461,T0805751439,2
T0805729461,T0805700492,1
T0805729461,T0805702488,1
T0805706423,T0805727403,2
T0805706423,T0805725402,2
T0805706423,T0805727404,2
T0805706423,T0805720403,2
T0805725428,T0805760441,2
T0805725428,T0805756440,2
T0805725428,T0805756439,2
T0805788472,T0805785438,2
T0805788472,T0805788442,2
T0805788472,T0805786442,2
T0805788472,T0805786444,2
T0805788472,T0805786440,2
T0805755400,T0805790402,2
T0805755400,T0805757431,1
T0805755400,T0805787404,2
T0805755400,T0805757424,1
T0805789480,T0805755491,2
T0805789480,T0805797456,1
T0805789480,T0805757495,2
T0805789480,T0805760489,2
T0805789480,T0805760493,2
T0805763461,T0805735461,2
T0805763461,T0805736463,2
T0805763461,T0805761444,1
T0805763461,T0805738459,2
T0805763461,T0805762452,1
T0805763461,T0805761443,1
T0805763461,T0805734457,2
T0805763461,T0805760433,1
T0805763461,T0805738458,2
T0805767414,T0804757391,2
T0805767414,T0804760386,2
T0805767414,T0805746407,1
T0805791421,T0805777448,1
T0805791421,T0805786431,1
T0805791421,T0905817409,2
T0805767489,T0805776459,2
T0805767489,T0805780457,2
T0805767489,T0805778459,2
T0805767489,T0805779463,2
T0805767489,T0806731500,1
T0805785410,T0805753410,2
T0805785410,T0805748416,2
T0805785410,T0805754409,2
T0805732415,T0805767441,1
T0805732415,T0805753431,1
T0805732415,T0805766440,1
T0805732415,T0805766441,1
T0805739485,T0805774499,2
T0805745494,T0805724472,1
T0805745494,T0805722475,2
T0805745494,T0805736485,1
T0805745494,T0805714462,1
T0805745494,T0805721476,2
T0805745494,T0805741490,1
T0805745494,T0805718466,1
T0805729406,T0805711420,2
T0805729406,T0805714423,2
T0805729406,T0805711427,2
T0805729406,T0805708424,2
T0805729406,T0805710423,2
T0805744477,T0805729498,2
T0805744477,T0805751471,1
T0805744477,T0805761462,1
T0805744477,T0806723500,2
T0805744477,T0806724501,2
T0805710433,T0705699468,2
T0805710433,T0705696462,2
T0805710433,T0705697468,2
T0805710433,T0705699465,2
T0805710433,T0805700461,2
T0805710433,T0805741421,1
T0805710433,T0805700466,2
T0805710433,T0805723428,1
T0805777442,T0905803460,2
T0806761591,T0806773570,2
T0806761591,T0806773566,2
T0806761591,T0806777572,2
T0806761591,T0806774566,2
T0806765556,T0806734583,1
T0806765556,T0806782535,2
T0806765556,T0806785537,2
T0806765556,T0806735583,1
T0806704599,T0707682630,2
T0806704599,T0707687623,2
T0806704599,T0806734576,1
T0806704599,T0806734576,1
T0806704599,T0806709595,1
T0806785544,T0806799557,1
T0806785544,T0906813569,2
T0806785544,T0906804562,1
T0806785544,T0906810574,2
T0806785544,T0906811572,2
T0806724512,T0705698499,2
T0806724512,T0805719497,1
T0806788550,T0806776533,1
T0806788550,T0806771537,2
T0806788550,T0806763533,2
T0806788550,T0806767532,2
T0806759570,T0806758597,2
T0806759570,T0806771571,1
T0806759570,T0807766600,2
T0806759570,T0807762603,2
T0806770596,T0806765562,2
T0806770596,T0806734590,1
T0806770596,T0806745592,1
T0806727507,T0706698519,2
T0806727507,T0706694520,2
T0806757575,T0806780549,2
T0806757575,T0806776544,2
T0806757575,T0806775548,2
T0806757575,T0806779550,2
T0806757575,T0806776543,2
T0806757575,T0806773546,2
T0806757575,T0806777546,2
T0806757575,T0807719600,1
T0806714549,T0706694540,1
T0806714549,T0806705527,2
T0806714549,T0806701525,2
T0806714549,T0806701525,2
T0806764554,T0806742579,2
T0806764554,T0806746574,2
T0806764554,T0806791527,1
T0806764554,T0806778540,1
T0806764554,T0806793526,1
T0806764554,T0806744572,2
T0806764554,T0806747575,2
T0806724586,T0807706606,2
T0806724586,T0807710608,2
T0806724586,T0807708608,2
T0806724586,T0807709608,2
T0806746542,T0806717543,2
T0806746542,T0806719541,2
T0806746542,T0806747533,1
T0806746542,T0806716544,2
T0806746542,T0806719544,2
T0806746542,T0806717547,2
T0806733596,T0806704575,2
T0806733596,T0806706577,2
T0806733596,T0806710573,2
T0806733596,T0806722583,1
T0806733596,T0806707578,2
T0806733596,T0806703573,2
T0806772579,T0807770614,2
T0806772579,T0807769612,2
T0806772579,T0807771617,2
T0806772579,T0807774612,2
T0806772579,T0906811577,1
T0806749540,T0806768569,1
T0806749540,T0806780560,2
T0806749540,T0806779558,2
T0806707529,T0805710499,2
T0806707529,T0805702499,2
T0806707529,T0806705502,2
T0806705544,T0706678541,1
T0806705544,T0806704514,2
T0806705544,T0806702515,2
T0806705544,T0806706515,2
T0806705544,T0806700513,2
T0806705544,T0806701511,2
T0806707520,T0806734511,2
T0806707520,T0806733509,2
T0806707520,T0806737509,2
T0806707520,T0806730511,2
T0806763582,T0806741599,2
T0806763582,T0806742599,2
T0806763582,T0806744599,2
T0806763582,T0807742600,2
T0806763582,T0807743606,2
T0806763582,T0807742605,2
T0806763582,T0807746604,2
T0806741590,T0806763572,2
T0806741590,T0806764571,2
T0806741590,T0806765569,2
T0806741590,T0806771574,2
T0806741590,T0806767573,2
T0806725526,T0706691542,1
T0806725526,T0805742495,2
T0806725526,T0805742493,2
T0806725526,T0805742496,2
T0806725526,T0805740492,2
T0806725526,T0805740496,2
T0806702598,T0706691569,1
T0806702598,T0706699590,1
T0806702598,T0706674587,2
T0806702598,T0706690564,1
T0806767554,T0806795542,1
T0806767554,T0806752585,2
T0806767554,T0806756586,2
T0806767554,T0806757587,2
T0806767554,T0806753583,2
T0807714698,T0707697676,2
T0807714698,T0707697677,2
T0807714698,T0707696671,2
T0807714698,T0807702677,2
T0807714698,T0807703676,2
T0807714698,T0807701671,2
T0807714698,T0807701671,2
T0807755689,T0807755659,2
T0807755689,T0807749666,2
T0807751601,T0806737584,1
T0807751601,T0806743591,1
T0807751601,T0806735581,1
T0807751601,T0806737584,1
T0807751601,T0806725578,2
T0807777603,T0807780610,1
T0807777603,T0907808616,2
T0807777603,T0907801617,2
T0807777603,T0907807617,2
T0807746607,T0806770595,1
T0807746607,T0807732634,2
T0807746607,T0807737631,2
T0807729685,T0807715664,2
T0807729685,T0807719663,2
T0807729685,T0807721681,1
T0807729685,T0807717663,2
T0807725639,T0807717614,2
T0807725639,T0807716611,2
T0807725620,T0707689635,1
T0807725620,T0806735587,2
T0807725620,T0806734592,2
T0807725620,T0806735592,2
T0807703692,T0807729689,2
T0807703692,T0808702703,1
T0807725684,T0807745694,1
T0807725684,T0807727685,1
T0807725684,T0807754699,1
T0807725684,T0808739714,2
T0807725684,T0808760702,1
T0807725684,T0808739713,2
T0807725684,T0808741714,2
T0807725684,T0808739712,2
T0807725684,T0808745713,2
T0807725684,T0808738715,2
T0807725684,T0808739710,2
T0807733617,T0806730590,2
T0807733617,T0806726594,2
T0807733617,T0806727594,2
T0807733617,T0806723594,2
T0807733617,T0806731591,2
T0807733617,T0807718613,1
T0807733617,T0807704610,1
T0807733617,T0807704610,1
T0807774637,T0807771640,1
T0807774637,T0807793622,2
T0807774637,T0807795616,2
T0807774637,T0807792614,2
T0807727645,T0807705659,2
T0807727645,T0807703657,2
T0807727645,T0807708657,2
T0807727645,T0807702660,2
T0807727645,T0807703658,2
T0807727645,T0807731638,1
T0807734604,T0806758584,2
T0807734604,T0806756580,2
T0807734604,T0806763578,2
T0807734604,T0806764582,2
T0807734604,T0807710629,1
T0807734604,T0807717622,1
T0807734604,T0807709630,1
T0807717630,T0807752620,2
T0807717630,T0807752626,2
T0807717630,T0807745624,2
T0807717630,T0807749627,2
T0807717630,T0807749628,2
T0807717630,T0807747620,2
T0807728626,T0707698629,2
T0807728626,T0707691633,2
T0807728626,T0707692629,2
T0807728626,T0707697634,2
T0807728626,T0707697631,2
T0807728626,T0806733595,1
T0807728626,T0807732603,1
T0807735609,T0706697598,1
T0807735609,T0806728574,2
T0807735609,T0806721574,2
T0807740652,T0807760632,2
T0807740652,T0807757633,2
T0807740652,T0807708681,1
T0807740652,T0807719671,1
T0807740652,T0807758627,2
T0807712620,T0707684608,2
T0807712620,T0707691610,2
T0807772607,T0807795624,2
T0807772607,T0807796626,2
T0807772607,T0807796624,2
T0807772607,T0807795629,2
T0807772607,T0807793627,2
T0807772607,T0807792627,2
T0807772607,T0807793624,2
T0807755604,T0806776579,2
T0807755604,T0806774580,2
T0807755604,T0806777576,2
T0807755604,T0806778581,2
T0807755604,T0806777584,2
T0807755604,T0807717640,1
T0807755604,T0807723635,1
T0807755604,T0807735623,1
T0807755604,T0807719638,1
T0807755604,T0807717640,1
T0807734656,T0807756627,2
T0807734656,T0807725664,1
T0807734656,T0807708679,1
T0807734656,T0807757635,2
T0807789682,T0808768705,2
T0807789682,T0808763706,2
T0807789682,T0808766705,2
T0807789682,T0907826646,1
T0807789682,T0907818654,1
T0807789682,T0907825646,1
T0808784754,T0808782779,2
T0808784754,T0808780782,2
T0808784754,T0808787781,2
T0808784754,T0808782782,2
T0808788757,T0808773779,2
T0808788757,T0808773778,2
T0808788757,T0808767783,2
T0808788757,T0808767782,2
T0808788757,T0808770777,2
T0808788757,T0908819733,1
T0808746753,T0808717716,1
T0808746753,T0808719734,2
T0808746753,T0808720733,2
T0808746753,T0808742748,1
T0808754782,T0808780767,2
T0808754782,T0808788764,2
T0808754782,T0808781768,2
T0808754782,T0808783772,2
T0808754782,T0808781769,2
T0808754782,T0808784772,2
T0808746775,T0808757797,2
T0808746775,T0809754801,2
T0808746775,T0809756806,2
T0808720775,T0708690777,1
T0808720775,T0808719747,2
T0808720775,T0808717744,2
T0808727726,T0808718753,2
T0808727726,T0808720755,2
T0808773750,T0808778720,2
T0808773750,T0808784725,2
T0808754773,T0808770796,2
T0808754773,T0809773802,2
T0808754773,T0809773802,2
T0808706752,T0708690721,2
T0808706752,T0708697726,2
T0808706752,T0708695722,2
T0808706752,T0708690724,2
T0808706752,T0708691725,2
T0808752701,T0808781708,2
T0808752701,T0808776706,2
T0808752701,T0808783704,2
T0808752701,T0808781707,2
T0808752701,T0808780709,2
T0808767713,T0807745698,1
T0808767713,T0807751692,2
T0808767713,T0807751693,2
T0808767713,T0807753691,2
T0808771720,T0808798731,2
T0808771720,T0808798731,2
T0808771720,T0808792736,2
T0808771720,T0808797737,2
T0808771720,T0808778733,1
T0808771720,T0808797734,2
T0808709761,T0708696736,2
T0808709761,T0708691731,2
T0808709761,T0708696729,2
T0808709761,T0708680748,1
T0808757782,T0808722799,2
T0808757782,T0808770756,1
T0808757782,T0808723794,2
T0808757782,T0808729795,2
T0808757782,T0808723799,2
T0808757782,T0809726801,2
T0808735758,T0808715729,2
T0808735758,T0808711732,2
T0808735758,T0808711730,2
T0808789790,T0808793778,1
T0808789790,T0808790787,1
T0808789790,T0808760799,2
T0808789790,T0809762802,2
T0808738704,T0807709692,2
T0808738704,T0807707697,2
T0808738704,T0807711693,2
T0808738704,T0807707698,2
T0808738704,T0807714693,2
T0808738704,T0807714693,2
T0808751744,T0808772716,1
T0808751744,T0808763728,1
T0808799707,T0808798721,1
T0808799707,T0808798720,1
T0808799707,T0908823705,2
T0808799707,T0908825705,2
T0808799707,T0908823702,2
T0808799707,T0908823707,2
T0808710778,T0708698746,2
T0808710778,T0708698747,2
T0808710778,T0808702746,2
T0808770789,T0808797761,1
T0808770789,T0809747810,2
T0808712737,T0808714766,2
T0808712737,T0808711769,2
T0808712737,T0808746739,1
T0808712737,T0808712768,2
T0808712737,T0808716774,2
T0808712737,T0808713768,2
T0809770807,T0809785805,1
T0809770807,T0809764836,2
T0809770807,T0809797804,1
T0809770807,T0809767836,2
T0809770807,T0809767836,2
T0809770807,T0809768840,2
T0809738866,T0809732859,1
T0809738866,T0809716848,2
T0809738866,T0809715845,2
T0809738866,T0809713846,2
T0809738866,T0809720851,2
T0809738866,T0809712848,2
T0809738866,T0809715844,2
T0809725831,T0709693847,2
T0809725831,T0709691844,2
T0809725831,T0709692850,2
T0809725831,T0709692842,2
T0809725831,T0808742792,1
T0809725831,T0808741796,1
T0809725831,T0809728824,1
T0809725831,T0809730820,1
T0809725831,T0809738802,1
T0809779893,T0809795863,2
T0809779893,T0809793862,2
T0809779893,T0809793862,2
T0809779893,T0809796862,2
T0809779893,T0809796862,2
T0809779893,T0809789861,2
T0809779893,T0809797862,2
T0809779893,T0810753905,1
T0809779893,T0810742911,1
T0809779893,T0810758903,1
T0809797854,T0809766858,2
T0809797854,T0809798842,1
T0809797854,T0809766859,2
T0809797854,T0809769858,2
T0809797854,T0809767852,2
T0809797854,T0809799827,1
T0809797854,T0809770859,2
T0809797854,T0809765858,2
T0809797854,T0809771860,2
T0809780893,T0809750880,2
T0809780893,T0809776881,1
T0809709821,T0708692798,2
T0809709821,T0708694795,2
T0809709821,T0708692795,2
T0809759870,T0809760853,1
T0809759870,T0809760847,1
T0809759870,T0809726872,2
T0809763872,T0809726865,2
T0809763872,T0809732866,2
T0809763872,T0809732864,2
T0809763872,T0809733865,2
T0809763872,T0809732866,2
T0809763872,T0809730868,2
T0809797885,T0810795917,2
T0809797885,T0810792918,2
T0809797885,T0810789918,2
T0809797885,T0810792916,2
T0809797885,T0810790918,2
T0809797885,T0909835880,1
T0809788886,T0809790855,2
T0809788886,T0809789854,2
T0809788886,T0809786856,2
T0809788886,T0809786852,2
T0809788886,T0809792855,2
T0809788886,T0809786850,2
T0809706856,T0809717880,2
T0809706856,T0809713881,2
T0809706856,T0809716885,2
T0809706856,T0809715886,2
T0809706856,T0809716881,2
T0809704897,T0709699871,2
T0809704897,T0709697866,2
T0809704897,T0809702870,2
T0809704897,T0809703863,2
T0809737884,T0809711899,2
T0809737884,T0809713897,2
T0809737884,T0809755852,1
T0809759882,T0809788896,2
T0809759882,T0809789896,2
T0809759882,T0810789903,2
T0809759882,T0810787903,2
T0809759882,T0810774909,1
T0809770893,T0810742916,2
T0809770893,T0810740913,2
T0809735884,T0809730852,2
T0809735884,T0809728855,2
T0809735884,T0809724848,2
T0809752859,T0809732874,1
T0809789836,T0909809835,1
T0809787811,T0808754785,1
T0809787811,T0808769788,2
T0809787811,T0808768791,2
T0809787811,T0808770788,2
T0809787811,T0809781806,1
T0809774808,T0808779785,2
T0809774808,T0808781786,2
T0809774808,T0808777781,2
T0809763806,T0808785776,2
T0809763806,T0809732831,1
T0809763806,T0809743822,1
T0809730847,T0709696862,2
T0809730847,T0709697855,2
T0809730847,T0809703859,2
T0809730847,T0809701856,2
T0809730847,T0809703859,2
T0809730847,T0809739823,1
T0809730847,T0809701855,2
T0809781802,T0809752807,2
T0809781802,T0809747805,2
T0809758806,T0808792773,1
T0809758806,T0808791774,1
T0809758806,T0808775790,1
T0809758806,T0809738831,2
T0809758806,T0809736829,2
T0810739932,T0810762927,2
T0810739932,T0810761926,2
T0810739932,T0810764923,2
T0810739932,T0810768922,2
T0810707977,T0810710947,2
T0810707977,T0810712952,2
T0810707977,T0810710953,2
T0810707977,T0810711953,2
T0810707977,T0810717950,2
T0810734954,T0810739975,1
T0810700992,T0710662971,1
T0810734985,T0810765987,2
T0810734985,T0810758986,2
T0810734985,T0810758984,2
T0810734985,T0810758988,2
T0810753983,T0810728985,2
T0810753983,T0810725983,2
T0810753983,T0810728986,2
T0810753983,T0810729985,2
T0810753983,T0810730987,2
T0810721950,T0710697939,2
T0810701997,T0810716975,1
T0810701997,T0810719971,1
T0810779904,T0809769870,2
T0810779904,T0809770879,2
T0810779904,T0809744893,1
T0810779904,T0809772872,2
T0810779904,T0809768871,2
T0810779904,T0809768878,2
T0810705920,T0810713956,2
T0810705920,T0810736925,1
T0810705920,T0810722923,1
T0810775945,T0810767975,2
T0810775945,T0810759974,2
T0810775945,T0910802935,1
T0810724922,T0809700899,1
T0810724922,T0810705902,2
T0810724922,T0810703900,2
T0810724922,T0810703904,2
T0810724922,T0810707902,2
T0810724922,T0810708904,2
T0810762932,T0810774903,2
T0810762932,T0810738943,1
T0810762932,T0810770904,2
T0810762932,T0810734945,1
T0810762932,T0810775908,2
T0810761913,T0810758940,2
T0810761913,T0810761948,2
T0810757909,T0809761891,1
T0810757909,T0810734916,2
T0810757909,T0810734912,2
T0810757909,T0810733919,2
T0810757909,T0810730914,2
T0810757909,T0810733917,2
T0810757909,T0810734918,2
T0810757909,T0810727914,2
T0810757909,T0810730918,2
T0810769976,T0810778960,1
T0810769976,T0810738992,2
T0810769976,T0810787946,1
T0810769976,T0810781956,1
T0810769976,T0810744994,2
T0810769976,T0810788943,1
T0810754989,T0810747961,1
T0810754989,T0810718982,2
T0810754989,T0810745954,1
T0810754989,T0810750973,1
T0810754989,T0810717978,2
T0810754989,T0810717980,2
T0810797908,T0810780931,1
T0810797908,T0810779932,1
T0810797908,T0909828888,2
T0810797908,T0909820885,2
T0810729992,T0710692961,1
T0810729992,T0710692961,1
T0810729992,T0810707961,2
T0810729992,T0810707969,2
T0810729992,T0810711964,2
T0810729992,T0810709969,2
T0810729992,T0810708975,1
T0810778912,T0810799932,2
T0810778912,T0810798928,2
T0810778912,T0810796932,1
T0810778912,T0810795933,2
T0810778912,T0910801930,2
T0810778912,T0910800929,2
T0810736995,T0810712982,2
T0810736995,T0810711978,2
T0810736995,T0810712977,2
T0810736995,T0810716977,2
T0810797982,T0910820988,2
T0810797982,T0910824988,2
T0810797982,T0910825993,2
T0810797982,T0910819993,2
T0810797982,T0910820994,2
T0810797982,T0910820996,2
T0810735960,T0710698953,2
T0810735960,T0810700954,2
T0810735960,T0810704953,2
T0810735960,T0810701956,2
T0810735960,T0810730928,1
T0810735960,T0810732940,1
